06/02/1960;DANIEL SARMENTO BARRETO;97663764681;1820.02;true
13/02/1960;MAURO PRATES MOREIRA DE PAULA;23041414963;804.82;true
12/03/1960;GIOAVANA DA SILVA MORAES VIANNA;22652635087;1227.76;true
26/05/1960;MARIA DA GRACA MACHADO ROCHA;78528823719;1918.28;true
27/05/1960;ALINE ABREU;33041755546;1053.56;true
27/05/1960;DIOGO DA SILVA ANDRADE;55393153294;327.16;true
05/06/1960;WALACE SOUZA GALVAO;61799746441;1852.74;true
16/06/1960;GILBERTO GODOI;70252928591;193.28;true
18/07/1960;DOUGLAUS CAMILO;32228340647;1611.31;true
18/07/1960;ALEXANDRE MARTINS;23984061329;510.81;true
18/07/1960;OTAVIO DOS SANTOS RANGEL GALVAO;97818427418;1392.7;true
21/07/1960;ADRIANA CRUZ COSTA SILVEIRA;77003418191;1985.75;true
21/07/1960;NILCEA VARGAS RODRIGUES;21987334761;74.1;true
21/07/1960;DAYSE NASCIMENTO CAMILO;18759621016;1706.98;true
13/09/1960;CRISTINA SILVEIRA;19677079119;1034.38;true
19/09/1960;LIDIA REZENDE SA;29138343088;1179.41;true
28/10/1960;LUCIANA SANTOS;53818246362;682.63;true
29/11/1960;VALERIA RIBEIRO MACHADO MELLO;99028328482;198.8;true
05/12/1960;MARIANA GODOI MELLO FERREIRA;46011172217;81.91;true
29/12/1960;MARIANA CARVALHO;77332078375;1860.34;true
08/01/1961;MARIA JOSE ALVES BATISTA;48489655768;1702.46;true
08/01/1961;EDUARDO ROMAO;43996719489;1062.51;true
10/01/1961;ALTAIR MACHADO VIANNA;30827376251;367.27;true
26/08/1961;ELIANA COSTA CAMILO PRATES;07541378428;699.36;true
26/08/1961;CARLOS MOREIRA;64528294174;816.22;true
09/10/1961;LILIANE RIBEIRO VARGAS DE PAULA;93892187630;274.55;true
09/10/1961;VICENTE ALVES;60157830668;186.93;true
23/10/1961;FLAVIO ALVES VIANNA;28924500369;470.09;true
05/05/1962;MELISSA GALVAO COELHO;49866311961;1598.34;true
