26/01/2060;MILTON SA;99323281177;1449.9;false
26/01/2060;MARIA JOSE ROMAO CUNHA;09848471368;1240.72;false
26/01/2060;ELIZABETH GONCALVES RANGEL;77598019637;1173.91;false
17/01/2060;GILBERTO DUARTE;80399819538;754.76;false
16/01/2060;JULIO CESAR SA CAVALCANTE;73745419259;1505.59;false
16/01/2060;GUSTAVO NASCIMENTO LOPES TELLES;43021648986;538.89;false
16/01/2060;BEATRIZ ROCHA NOGUEIRA;92955765400;1064.15;false
13/01/2060;TEREZA GUERRA BARRETO;78118806694;588.83;false
13/01/2060;CARLA VARGAS COSTA;20938919263;1724.64;false
13/01/2060;PAULA ROMAO MARTINS;33974945500;1571.78;false
11/01/2060;LILIAN FERNANDES RANGEL GOMES;77759183511;1165.9;false
09/01/2060;MELISSA MARTINHO;34958709033;1542.3;false
09/01/2060;ATILA GALVAO MELLO;32271340166;617.58;false
07/01/2060;MARIA DA GRACA DIAS GODOI MAIA;80485062281;298.99;false
07/01/2060;JOSE PRATES FERREIRA MOURA;35574270637;1335.85;false
03/01/2060;JULIO LOPES SILVEIRA;74589301840;537.12;false
27/12/2059;LUIZ ALBERTO GARCIA GONCALVES GUERRA;07554809733;1620.61;false
27/12/2059;ANA CRISTINA CARVALHO SA;53350648504;1926.42;false
26/12/2059;RICARDO SOUZA;41910858635;947.9;false
15/12/2059;DOUGLAUS SANTOS BARRETO SILVEIRA;81916735427;157.81;false
15/12/2059;BRUNO COUTINHO GONCALVES;31244675033;1375.76;false
15/12/2059;PAULO CAMILO DOS SANTOS SARMENTO;08775525075;888.46;false
15/12/2059;MARIO MARTINS;82362353140;1238.35;false
15/12/2059;MOACIR REZENDE;75745738550;427.45;false
15/12/2059;JULIA CUNHA;31472453598;198.03;false
10/12/2059;MARIA ROMAO LOPES DA SILVA;46878085101;686.84;false
06/12/2059;LUIZ DA SILVA;06226138614;122.58;false
06/12/2059;RAFAELA MARQUES BATISTA MACHADO;65592373777;541.78;false
05/12/2059;MARIO MARQUES CONCEICAO;55952610287;353.81;false
04/12/2059;LETICIA FERREIRA ABREU SANTOS;31382621253;1898.8;false
04/12/2059;RODOLFO SILVEIRA BATISTA;31350121581;753.22;false
04/12/2059;CRISTIANO COELHO;31724027098;1644.25;false
02/12/2059;JULIA VILELA PRATES MENEZES;95632700772;1949.77;false
29/11/2059;RAFAEL CONCEICAO MARTINHO DA SILVA;96856410924;1053.81;false
28/11/2059;LILIANE CONCEICAO;06418802526;550.7;false
28/11/2059;DANIELE VIANNA CRUZ;23831788196;1091.4;false
26/11/2059;LILIANE CARVALHO LOPES;67791545624;979.68;false
26/11/2059;CARLA CUNHA CARVALHO GODOI;10782646031;523.97;false
26/11/2059;RUI COUTINHO;78955219999;178.17;false
26/11/2059;MIRIAN SARMENTO MELLO;54691272220;1601.88;false
24/11/2059;LORENA NOGUEIRA;83726700754;1273.17;false
24/11/2059;JOANA ROMAO SILVEIRA;20260391479;1709.89;false
24/11/2059;ATILA VIEIRA SARMENTO;57407662849;737.88;false
23/11/2059;DANIELA BATISTA;03628290387;704.77;false
23/11/2059;SERGIO FERNANDES;63082735809;654.87;false
22/11/2059;PEDRO DOS SANTOS;19169342943;1448.03;false
19/11/2059;LARISSA SA;39812054910;1338.09;false
16/11/2059;NIVALDO SILVA COSME;77934873121;789.71;false
11/11/2059;ALESSANDRA ALVES MOURA;69236597768;1872.66;false
11/11/2059;LUIZ ALBERTO FERNANDES VILELA;24902457351;663.94;false
11/11/2059;NILCEA MOURA;71554106986;1620.36;false
11/11/2059;LIDIA GALVAO CARVALHO MAIA;68354338146;1409.74;false
06/11/2059;BRENO MARTINS ABREU;69508303694;318.35;false
28/10/2059;TADEU ROCHA SANTOS;64118989524;1577.4;false
28/10/2059;LUCIA BATISTA FERNANDES RANGEL;86916305102;370.16;false
28/10/2059;OLGA GALVAO;86570815718;718.78;false
27/10/2059;SANDRO VARGAS VIEIRA SA;49102253186;1049.79;false
27/10/2059;GILBERTO GARCIA;83205816763;1448.12;false
22/10/2059;SUELI GUSMAO;10608209004;770.96;false
22/10/2059;ANA BEATRIZ COELHO;84181070328;1229.91;false
22/10/2059;MELINA MARQUES;86141740764;1149.37;false
21/10/2059;JOSE CARLOS MARQUES;05031463339;159.09;false
18/10/2059;MARCOS MELLO MELLO;84731303114;1308.16;false
12/10/2059;MILENA COELHO GODOI DA SILVA;50129378328;1562.57;false
12/10/2059;JOANA COUTINHO;67662806475;1710.43;false
11/10/2059;LORENA CONCEICAO GONCALVES;74918299496;1076.81;false
10/10/2059;JULIO LIMA PRATES PRATES;98988396260;203.52;false
08/10/2059;SERGIO CARVALHO CAVALCANTE MARTINS;47882718732;1075.24;false
07/10/2059;RUI PRATES DE SOUZA CASTRO;35186835293;1585.64;false
05/10/2059;TARCISIO NOGUEIRA SILVEIRA SOUZA;49028531978;1414.39;false
04/10/2059;JULIA MARQUES ANDRADE SARMENTO;02914839242;1860.39;false
04/10/2059;VERA BATISTA ALVES SANTOS;75822170716;1043.51;false
02/10/2059;BRUNO COSTA ALVES;76487288971;1880.72;false
30/09/2059;OTAVIANO FERNANDES;55471546655;603.67;false
25/09/2059;LUCIANO DA SILVA;14982195081;1361.19;false
